SPECIMEN_ID	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_COUNTRY	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	SAMPLING_LOCATION_SIZE	PREDICTED_SCIENTIFIC_NAME	SPECIMEN_IDENTITY_RISK	IDENTIFIED_HOW	LIFESTAGE	SEX	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	BLOOD_MEAL	GRAVIDITY	HABITAT	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	OTHER_ORGANISMS	BIOASSAYS	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	COLLECTION_EXPERIMENT	COLLECTION_EXPERIMENT_DAY	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
OMOL_005_F7	GDNA00000498A	F7	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2033	PLATE 05, F-7, partial specimen	POST-MDA 1	4.0	NG-5-54	34891	60.0	24745.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_G7	GDNA00000498A	G7	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2094	PLATE 05, G-7, partial specimen	POST-MDA 1	4.0	NG-5-55	34891	9.0	177.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_H7	GDNA00000498A	H7	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF2054	PLATE 05, H-7, partial specimen	POST-MDA 1	4.0	NG-5-56	34891	41.0	1619.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_A8	GDNA00000498A	A8	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2001	PLATE 05, A-8, partial specimen	POST-MDA 1	3.0	NG-5-57	34891	59.0	10851.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_B8	GDNA00000498A	B8	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2162	PLATE 05, B-8, partial specimen	POST-MDA 1	3.0	NG-5-58	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_C8	GDNA00000498A	C8	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2192	PLATE 05, C-8, partial specimen	POST-MDA 1	3.0	NG-5-59	34891	17.0	859.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_D8	GDNA00000498A	D8	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2008	PLATE 05, D-8, partial specimen	POST-MDA 1	3.0	NG-5-60	34891	60.0	22555.0	4.0	high	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_005_E8	GDNA00000498A	E8	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF2042	PLATE 05, E-8, partial specimen	POST-MDA 1	4.0	NG-5-61	34891	60.0	60542.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_005_F8	GDNA00000498A	F8	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2034	PLATE 05, F-8, partial specimen	POST-MDA 1	4.0	NG-5-62	34891	52.0	3207.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_G8	GDNA00000498A	G8	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2095	PLATE 05, G-8, partial specimen	POST-MDA 1	4.0	NG-5-63	34891	16.0	408.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_005_H8	GDNA00000498A	H8	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2055	PLATE 05, H-8, partial specimen	POST-MDA 1	4.0	NG-5-64	34891	59.0	4676.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_A9	GDNA00000498A	A9	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2126	PLATE 05, A-9, partial specimen	POST-MDA 1	3.0	NG-5-65	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_B9	GDNA00000498A	B9	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2164	PLATE 05, B-9, partial specimen	POST-MDA 1	3.0	NG-5-66	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_C9	GDNA00000498A	C9	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2194	PLATE 05, C-9, partial specimen	POST-MDA 1	3.0	NG-5-67	34891	46.0	3166.0	3.0	high	yes	Pyretophorus_series				Pyretophorus_series	NN_COARSE	no			
OMOL_005_D9	GDNA00000498A	D9	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2170	PLATE 05, D-9, partial specimen	POST-MDA 1	3.0	NG-5-68	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_E9	GDNA00000498A	E9	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF2037	PLATE 05, E-9, partial specimen	POST-MDA 1	4.0	NG-5-69	34891	49.0	2497.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_F9	GDNA00000498A	F9	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2074	PLATE 05, F-9, partial specimen	POST-MDA 1	4.0	NG-5-70	34891	9.0	181.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_G9	GDNA00000498A	G9	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2097	PLATE 05, G-9, partial specimen	POST-MDA 1	4.0	NG-5-71	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_H9	GDNA00000498A	H9	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2061	PLATE 05, H-9, partial specimen	POST-MDA 1	4.0	NG-5-72	34891	18.0	391.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_A10	GDNA00000498A	A10	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2127	PLATE 05, A-10, partial specimen	POST-MDA 1	3.0	NG-5-73	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_B10	GDNA00000498A	B10	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2178	PLATE 05, B-10, partial specimen	POST-MDA 1	3.0	NG-5-74	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_C10	GDNA00000498A	C10	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2014	PLATE 05, C-10, partial specimen	POST-MDA 1	3.0	NG-5-75	34891	58.0	11994.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_D10	GDNA00000498A	D10	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2171	PLATE 05, D-10, partial specimen	POST-MDA 1	3.0	NG-5-76	34891	17.0	514.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_E10	GDNA00000498A	E10	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2038	PLATE 05, E-10, partial specimen	POST-MDA 1	4.0	NG-5-77	34891	57.0	4577.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_005_F10	GDNA00000498A	F10	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2075	PLATE 05, F-10, partial specimen	POST-MDA 1	4.0	NG-5-78	34891	1.0	14.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_G10	GDNA00000498A	G10	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2098	PLATE 05, G-10, partial specimen	POST-MDA 1	4.0	NG-5-79	34891	1.0	11.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_H10	GDNA00000498A	H10	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2062	PLATE 05, H-10, partial specimen	POST-MDA 1	4.0	NG-5-80	34891	58.0	5478.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_A11	GDNA00000498A	A11	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2125	PLATE 05, A-11, partial specimen	POST-MDA 1	3.0	NG-5-81	34891	54.0	2881.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_B11	GDNA00000498A	B11	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2163	PLATE 05, B-11, partial specimen	POST-MDA 1	3.0	NG-5-82	34891	5.0	68.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_C11	GDNA00000498A	C11	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2193	PLATE 05, C-11, partial specimen	POST-MDA 1	3.0	NG-5-83	34891	60.0	43341.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_D11	GDNA00000498A	D11	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2009	PLATE 05, D-11, partial specimen	POST-MDA 1	3.0	NG-5-84	34891	61.0	15336.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_E11	GDNA00000498A	E11	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2043	PLATE 05, E-11, partial specimen	POST-MDA 1	4.0	NG-5-85	34891	58.0	3620.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_005_F11	GDNA00000498A	F11	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2035	PLATE 05, F-11, partial specimen	POST-MDA 1	4.0	NG-5-86	34891	6.0	103.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_G11	GDNA00000498A	G11	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2096	PLATE 05, G-11, partial specimen	POST-MDA 1	4.0	NG-5-87	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_H11	GDNA00000498A	H11	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2056	PLATE 05, H-11, partial specimen	POST-MDA 1	4.0	NG-5-88	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_A12	GDNA00000498A	A12	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2128	PLATE 05, A-12, partial specimen	POST-MDA 1	3.0	NG-5-89	34891	4.0	68.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_B12	GDNA00000498A	B12	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2179	PLATE 05, B-12, partial specimen	POST-MDA 1	3.0	NG-5-90	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_C12	GDNA00000498A	C12	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2015	PLATE 05, C-12, partial specimen	POST-MDA 1	3.0	NG-5-91	34891	19.0	387.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_005_D12	GDNA00000498A	D12	NONE	WHOLE_ORGANISM	2018-08-30	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2172	PLATE 05, D-12, partial specimen	POST-MDA 1	3.0	NG-5-92	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_E12	GDNA00000498A	E12	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2039	PLATE 05, E-12, partial specimen	POST-MDA 1	4.0	NG-5-93	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_F12	GDNA00000498A	F12	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2076	PLATE 05, F-12, partial specimen	POST-MDA 1	4.0	NG-5-94	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_G12	GDNA00000498A	G12	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2099	PLATE 05, G-12, partial specimen	POST-MDA 1	4.0	NG-5-95	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_005_H12	GDNA00000498A	H12	NONE	WHOLE_ORGANISM	2018-08-31	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF2063	PLATE 05, H-12, partial specimen	POST-MDA 1	4.0	NG-5-96	34891	27.0	600.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_006_A1	GDNA00000499A	A1	NONE	WHOLE_ORGANISM	2018-09-26	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								OLF3079	PLATE 06, A-1, partial specimen	POST-MDA 2	5.0	NG-6-1	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_006_B1	GDNA00000499A	B1	NONE	WHOLE_ORGANISM	2018-09-26	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3032	PLATE 06, B-1, partial specimen	POST-MDA 2	5.0	NG-6-2	34891	61.0	9012.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_006_C1	GDNA00000499A	C1	NONE	WHOLE_ORGANISM	2018-09-26	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3012	PLATE 06, C-1, partial specimen	POST-MDA 2	5.0	NG-6-3	34891	38.0	1210.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_006_D1	GDNA00000499A	D1	NONE	WHOLE_ORGANISM	2018-09-26	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3044	PLATE 06, D-1, partial specimen	POST-MDA 2	5.0	NG-6-4	34891	8.0	162.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_006_E1	GDNA00000499A	E1	NONE	WHOLE_ORGANISM	2018-09-27	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3086	PLATE 06, E-1, partial specimen	POST-MDA 2	6.0	NG-6-5	34891	25.0	525.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_006_F1	GDNA00000499A	F1	NONE	WHOLE_ORGANISM	2018-09-27	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3098	PLATE 06, F-1, partial specimen	POST-MDA 2	6.0	NG-6-6	34891	34.0	825.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_006_G1	GDNA00000499A	G1	NONE	WHOLE_ORGANISM	2018-09-27	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3113	PLATE 06, G-1, partial specimen	POST-MDA 2	6.0	NG-6-7	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_006_H1	GDNA00000499A	H1	NONE	WHOLE_ORGANISM	2018-09-27	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3126	PLATE 06, H-1, partial specimen	POST-MDA 2	6.0	NG-6-8	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_006_A2	GDNA00000499A	A2	NONE	WHOLE_ORGANISM	2018-09-26	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								OLF3080	PLATE 06, A-2, partial specimen	POST-MDA 2	5.0	NG-6-9	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_006_B2	GDNA00000499A	B2	NONE	WHOLE_ORGANISM	2018-09-26	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF3033	PLATE 06, B-2, partial specimen	POST-MDA 2	5.0	NG-6-10	34891	60.0	12204.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
